"हॅलो","नमस्ते"
"हाय","नमस्ते"
"अहो","अरे"
"निरोप","अलविदा"
"बाय","अलविदा"
"आपले स्वागत आहे","स्वागत"
"सकाळी","सुबह"
"दुपारी","दोपहर"
"संध्याकाळ","शाम"
"रात्री","रात"
"सुप्रभात","शुभ प्रभात"
"शुभ दुपार","शुभ दोपहर"
"शुभ संध्याकाळ","शुभ संध्या"
"शुभ रात्री","शुभ रात्रि"
"नंतर भेटू.","बाद में मिलते हैं।"
"काळजी घ्या.","अपना ध्यान रखना।"
"काय","क्या"
"जेव्हा","कब"
"कुठे","कहाँ"
"WHO","कौन"
"का","क्यों"
"कसे","कैसे"
"आपण आहात?","क्या आप?"
"तुझे नाव काय आहे?","आपका क्या नाम है?"
"आपण काय करीत आहात?","आप क्या कर रहे हो?"
"किती वेळ आहे?","ये वक़्त क्या है?"
"तू कोठून आहेस?","आप कहाँ से हैं?"
"तुमचा दिवस कसा होता?","आपका दिन कैसा रहा?"
"काय चालले आहे?","क्या चल रहा है?"
"तुम्हाला काय म्हणायचे आहे?","आपका क्या मतलब है?"
"तुम्हाला खात्री आहे का?","क्या आपको यकीन है?"
"तुला काय वाटते?","आप क्या सोचते हैं?"
"आम्ही बोलू शकतो?","क्या हम बात कर सकते हैं?"
"काय झाले?","क्या हुआ?"
"आपण ठीक आहात?","तुम ठीक हो?"
"होय","हाँ"
"नाही","नहीं"
"ठीक आहे","ठीक है"
"ठीक आहे","ठीक है"
"मस्त","ठंडा"
"छान","महान"
"चांगले","अच्छा"
"वाईट","खराब"
"कदाचित","शायद"
"नक्की","ज़रूर"
"कधीही नाही","कभी नहीं"
"नेहमी","हमेशा"
"नक्कीच.","बिल्कुल।"
"मी सहमत आहे.","मैं सहमत हूं।"
"मी सहमत नाही.","मैं असहमत हूं।"
"काही हरकत नाही.","कोई बात नहीं।"
"छान वाटते.","सुनने में तो अच्छा लगता है।"
"ती चांगली कल्पना आहे.","वह एक अच्छा विचार है।"
"मी","मैं"
"आपण","आप"
"तो","वह"
"ती","वह"
"आम्ही","हम"
"ते","वे"
"मी","मुझे"
"त्याला","उसे"
"ती","उसकी"
"आम्हाला","हम"
"त्यांना","उन्हें"
"माझे","मेरा"
"तुझे","आपका"
"त्याचे","उसका"
"आमची","हमारा"
"त्यांचे","उनका"
"मित्र","दोस्त"
"मित्र","दोस्त"
"कुटुंब","परिवार"
"आई","माँ"
"वडील","पिता"
"बहीण","बहन"
"भाऊ","भाई"
"प्रेम","प्यार"
"बाळ","बच्चा"
"सर","महोदय"
"मॅडम","महोदया"
"मुख्यपृष्ठ","घर"
"काम","काम"
"शाळा","विद्यालय"
"कॉलेज","कॉलेज"
"कार्यालय","कार्यालय"
"येथे","यहाँ"
"तेथे","वहाँ"
"ठिकाण","जगह"
"शहर","शहर"
"देश","देश"
"जग","दुनिया"
"वेळ","समय"
"आज","आज"
"उद्या","कल"
"काल","कल"
"आता","अब"
"नंतर","बाद में"
"लवकरच","जल्द ही"
"मिनिट","मिनट"
"तास","घंटा"
"दिवस","दिन"
"आठवडा","सप्ताह"
"महिना","महीना"
"वर्ष","वर्ष"
"संदेश","संदेश"
"मजकूर","मूलपाठ"
"फोटो","तस्वीर"
"व्हिडिओ","वीडियो"
"गाणे","गाना"
"चित्रपट","चलचित्र"
"खेळ","खेल"
"अन्न","खाना"
"पाणी","पानी"
"चहा","चाय"
"कॉफी","कॉफी"
"नाव","नाम"
"क्रमांक","संख्या"
"पैसा","धन"
"मदत","मदद"
"समस्या","संकट"
"कल्पना","विचार"
"गोष्ट","चीज़"
"गोष्टी","चीज़ें"
"जीवन","ज़िंदगी"
"नोकरी","काम"
"कार","कार"
"दुचाकी","बाइक"
"बस","बस"
"ट्रेन","रेलगाड़ी"
"जा","जाना"
"या","आना"
"पहा","देखना"
"पहा","देखना"
"पहा","घड़ी"
"ऐका","सुनना"
"खा","खाओ"
"प्या","पीना"
"झोप","नींद"
"प्रतीक्षा करा","इंतज़ार"
"चर्चा","बात करना"
"बोला","बोलना"
"म्हणा","कहना"
"सांगा","कहना"
"विचारा","पूछना"
"उत्तर","उत्तर"
"माहित आहे","जानना"
"विचार करा","सोचना"
"समजून घ्या","समझना"
"म्हणजे","अर्थ"
"खेळा","खेल"
"आवडले","पसंद"
"द्वेष","घृणा"
"हवे आहे","चाहना"
"गरज","ज़रूरत"
"द्या","देना"
"घ्या","लेना"
"पाठवा","भेजना"
"प्राप्त","प्राप्त करें"
"कॉल","पुकारना"
"भेटा","मिलो"
"प्रारंभ करा","शुरू"
"थांबवा","रुकना"
"समाप्त","खत्म करना"
"प्रयत्न करा","कोशिश"
"करा","करना"
"बनवा","बनाना"
"आनंदी","खुश"
"दु: खी","उदास"
"राग","गुस्सा"
"थकलेले","थका हुआ"
"भुकेले","भूखा"
"व्यस्त","व्यस्त"
"मुक्त","मुक्त"
"नवीन","नया"
"जुने","पुराना"
"मोठे","बड़ा"
"लहान","छोटा"
"लांब","लंबा"
"लहान","छोटा"
"गरम","गर्म"
"थंड","ठंडा"
"छान","अच्छा"
"सुंदर","सुंदर"
"छान","बहुत बढ़िया"
"आश्चर्यकारक","अद्भुत"
"खरोखर","वास्तव में"
"खूप","बहुत"
"तर","इसलिए"
"खूप","बहुत"
"मग","तब"
"कधीकधी","कभी-कभी"
"अनेकदा","अक्सर"
"पुन्हा","दोबारा"
"वेगवान","तेज़"
"हळू","धीमा"
"लवकर","जल्दी"
"उशीरा","देर"
"आणि","और"
"पण","लेकिन"
"किंवा","या"
"कारण","क्योंकि"
"जर","अगर"
"साठी","के लिए"
"मध्ये","में"
"चालू","पर"
"वर","पर"
"टू","को"
"सह","साथ"
"पासून","से"
"बद्दल","के बारे में"
"च्या","का"
"मी ठीक आहे, धन्यवाद.","मैं ठीक हूं आपका धन्यवाद।"
"माझे नाव आहे ...","मेरा नाम है..."
"तुला भेटून आनंद झाला.","आपसे मिलकर अच्छा लगा।"
"मला माफ करा.","मुझे माफ़ करें।"
"मी पासून आहे ...","मैं यहां से आया हूं..."
"आपण मला मदत करू शकता?","क्या आप मेरी मदद कर सकते हैं?"
"मला माहित नाही.","मुझें नहीं पता।"
"मला समजत नाही.","मैं नहीं समझता।"
"चला जाऊया.","चल दर।"
"जास्त काही नाही.","ज्यादा कुछ नहीं।"
"ते चांगले होते.","यह अच्छा था।"
"मला तहान लागली आहे.","मुझे प्यास लगी है।"
"प्रसाधनगृह कुठे आहे?","टॉयलेट कहां है?"
"मला विश्रांती घेण्याची गरज आहे.","मुझे आराम करने की ज़रूरत है।"
"नंतर आपल्याशी बोला.","बाद में बात करते हैं।"
"माझ्या मार्गावर.","रास्ते में हूं।"
"बरोबर परत व्हा.","सही हो।"
"ते मजेदार आहे.","अजीब बात है।"
"ते छान आहे!","यह बहुत अच्छा है!"
"अरे देवा!","अरे बाप रे!"
"अभिनंदन!","बधाई हो!"
"वाढदिवसाच्या हार्दिक शुभेच्छा!","जन्मदिन की शुभकामनाएँ!"
"मला तुझी आठवण येते.","आपकी याद आ रही है।"
"मी तुझ्यावर प्रेम करतो.","मुझे तुमसे प्यार है।"
"मला कॉल करा.","मुझे कॉल करो।"
"मला मजकूर पाठवा.","मुझे विषय दें।"
"आज आपल्या काय योजना आहेत?","आज का क्या प्रोग्राम है?"
"आपण उद्या मुक्त आहात?","क्या आप कल खाली है?"
